r_angstrom,gamma23_mean,gamma23_sem
4.400000000000000355e+00,-3.554885684559432235e+01,1.460767990726958010e-01
4.500000000000000000e+00,-3.575626138012408717e+01,1.484313410980952763e-01
4.600000000000000533e+00,-3.601802046237416022e+01,1.483776898542021883e-01
4.700000000000000178e+00,-3.630311038514730626e+01,1.499004055366130461e-01
4.800000000000000711e+00,-3.656946146551536003e+01,1.512875853900454703e-01
4.900000000000000355e+00,-3.682882336934412848e+01,1.533275937940359879e-01
5.000000000000000000e+00,-3.707922002049798493e+01,1.548454280053183640e-01
5.100000000000000533e+00,-3.733566649830584794e+01,1.554124618140745040e-01
5.200000000000000178e+00,-3.759734529315613116e+01,1.569922777731939390e-01
5.300000000000000711e+00,-3.782754808428453686e+01,1.598306155349547841e-01
5.400000000000000355e+00,-3.811144255741137954e+01,1.614137194637192962e-01
5.500000000000000000e+00,-3.830768079920087388e+01,1.638308511659601896e-01
5.600000000000000533e+00,-3.858664181233496038e+01,1.650058542065554190e-01
5.700000000000000178e+00,-3.885430204080217464e+01,1.644712555156705724e-01
5.800000000000000711e+00,-3.918044990060642618e+01,1.664561334088340283e-01
5.900000000000000355e+00,-3.942972219604440198e+01,1.688927064681174650e-01
6.000000000000000000e+00,-3.965479503753373081e+01,1.723263149624116308e-01
6.100000000000000533e+00,-3.991443706469438979e+01,1.731878780533441242e-01
6.200000000000000178e+00,-4.019054818027940001e+01,1.765797557799896889e-01
6.300000000000000711e+00,-4.048401402193559306e+01,1.779204363514193810e-01
6.400000000000000355e+00,-4.078516941450378397e+01,1.796985351845180323e-01
6.500000000000000000e+00,-4.109761499239842664e+01,1.807314085669829706e-01
6.600000000000000533e+00,-4.136963286785921667e+01,1.821878926192901649e-01
6.700000000000000178e+00,-4.160537943723209509e+01,1.837665158071222771e-01
6.800000000000000711e+00,-4.189463788080296780e+01,1.854213401325367772e-01
6.900000000000000355e+00,-4.216148314143510589e+01,1.870141059730254518e-01
7.000000000000000000e+00,-4.244751673059356278e+01,1.886581840461822590e-01
